date,state,state_ibge_code,deaths,created_at
2020-07-29,BA,29,290,2021-03-17 19:42
2020-07-30,BA,29,299,2021-03-17 19:42
2020-07-31,BA,29,266,2021-03-17 19:42
2020-08-01,BA,29,296,2021-03-17 19:42
2020-08-02,BA,29,304,2021-03-17 19:42
2020-08-03,BA,29,309,2021-03-17 19:42
2020-08-04,BA,29,290,2021-03-17 19:42
2020-08-05,BA,29,329,2021-03-17 19:42
2020-08-06,BA,29,330,2021-03-17 19:42
2020-08-07,BA,29,273,2021-03-17 19:42
2020-08-08,BA,29,287,2021-03-17 19:42
2020-08-09,BA,29,309,2021-03-17 19:42
2020-08-10,BA,29,285,2021-03-17 19:42
2020-08-11,BA,29,300,2021-03-17 19:42
2020-08-12,BA,29,301,2021-03-17 19:42
2020-08-13,BA,29,278,2021-03-17 19:42
2020-08-14,BA,29,275,2021-03-17 19:42
2020-08-15,BA,29,282,2021-03-17 19:42
2020-08-16,BA,29,292,2021-03-17 19:42
2020-08-17,BA,29,281,2021-03-17 19:42
2020-08-18,BA,29,252,2021-03-17 19:42
2020-08-19,BA,29,290,2021-03-17 19:42
2020-08-20,BA,29,281,2021-03-17 19:42
2020-08-21,BA,29,280,2021-03-17 19:42
2020-08-22,BA,29,279,2021-03-17 19:42
2020-08-23,BA,29,265,2021-03-17 19:42
2020-08-24,BA,29,265,2021-03-17 19:42
2020-08-25,BA,29,261,2021-03-17 19:42
2020-08-26,BA,29,271,2021-03-17 19:42
2020-08-27,BA,29,258,2021-03-17 19:42
2020-08-28,BA,29,263,2021-03-17 19:42
2020-08-29,BA,29,267,2021-03-17 19:42
2020-08-30,BA,29,266,2021-03-17 19:42
2020-08-31,BA,29,292,2021-03-17 19:42
2020-09-01,BA,29,242,2021-03-17 19:42
2020-09-02,BA,29,265,2021-03-17 19:42
2020-09-03,BA,29,229,2021-03-17 19:42
2020-09-04,BA,29,257,2021-03-17 19:42
2020-09-05,BA,29,248,2021-03-17 19:42
2020-09-06,BA,29,264,2021-03-17 19:42
2020-09-07,BA,29,271,2021-03-17 19:42
2020-09-08,BA,29,252,2021-03-17 19:42
2020-09-09,BA,29,278,2021-03-17 19:42
2020-09-10,BA,29,259,2021-03-17 19:42
2020-09-11,BA,29,252,2021-03-17 19:42
2020-09-12,BA,29,238,2021-03-17 19:42
2020-09-13,BA,29,249,2021-03-17 19:42
2020-09-14,BA,29,264,2021-03-17 19:42
2020-09-15,BA,29,243,2021-03-17 19:42
2020-09-16,BA,29,254,2021-03-17 19:42
2020-09-17,BA,29,243,2021-03-17 19:42
2020-09-18,BA,29,263,2021-03-17 19:42
2020-09-19,BA,29,218,2021-03-17 19:42
2020-09-20,BA,29,251,2021-03-17 19:42
2020-09-21,BA,29,265,2021-03-17 19:42
2020-09-22,BA,29,219,2021-03-17 19:42
2020-09-23,BA,29,252,2021-03-17 19:42
2020-09-24,BA,29,242,2021-03-17 19:42
2020-09-25,BA,29,247,2021-03-17 19:42
2020-09-26,BA,29,216,2021-03-17 19:42
2020-09-27,BA,29,253,2021-03-17 19:42
2020-09-28,BA,29,237,2021-03-17 19:42
2020-09-29,BA,29,239,2021-03-17 19:42
2020-09-30,BA,29,261,2021-03-17 19:42
2020-10-01,BA,29,271,2021-03-17 19:42
2020-10-02,BA,29,196,2021-03-17 19:42
2020-10-03,BA,29,226,2021-03-17 19:42
2020-10-04,BA,29,265,2021-03-17 19:42
2020-10-05,BA,29,272,2021-03-17 19:42
2020-10-06,BA,29,242,2021-03-17 19:42
2020-10-07,BA,29,238,2021-03-17 19:42
2020-10-08,BA,29,262,2021-03-17 19:42
2020-10-09,BA,29,249,2021-03-17 19:42
2020-10-10,BA,29,288,2021-03-17 19:42
2020-10-11,BA,29,273,2021-03-17 19:42
2020-10-12,BA,29,293,2021-03-17 19:42
2020-10-13,BA,29,250,2021-03-17 19:42
2020-10-14,BA,29,230,2021-03-17 19:42
2020-10-15,BA,29,235,2021-03-17 19:42
2020-10-16,BA,29,248,2021-03-17 19:42
2020-10-17,BA,29,257,2021-03-17 19:42
2020-10-18,BA,29,217,2021-03-17 19:42
2020-10-19,BA,29,227,2021-03-17 19:42
2020-10-20,BA,29,243,2021-03-17 19:42
2020-10-21,BA,29,252,2021-03-17 19:42
2020-10-22,BA,29,232,2021-03-17 19:42
2020-10-23,BA,29,217,2021-03-17 19:42
2020-10-24,BA,29,247,2021-03-17 19:42
2020-10-25,BA,29,218,2021-03-17 19:42
2020-10-26,BA,29,239,2021-03-17 19:42
2020-10-27,BA,29,252,2021-03-17 19:42
2020-10-28,BA,29,248,2021-03-17 19:42
2020-10-29,BA,29,224,2021-03-17 19:42
2020-10-30,BA,29,235,2021-03-17 19:42
2020-10-31,BA,29,208,2021-03-17 19:42
2020-11-01,BA,29,240,2021-03-17 19:42
2020-11-02,BA,29,235,2021-03-17 19:42
2020-11-03,BA,29,237,2021-03-17 19:42
2020-11-04,BA,29,232,2021-03-17 19:42
2020-11-05,BA,29,261,2021-03-17 19:42
2020-11-06,BA,29,216,2021-03-17 19:42
2020-11-07,BA,29,236,2021-03-17 19:42
2020-11-08,BA,29,238,2021-03-17 19:42
2020-11-09,BA,29,205,2021-03-17 19:42
2020-11-10,BA,29,233,2021-03-17 19:42
2020-11-11,BA,29,236,2021-03-17 19:42
2020-11-12,BA,29,243,2021-03-17 19:42
2020-11-13,BA,29,222,2021-03-17 19:42
2020-11-14,BA,29,223,2021-03-17 19:42
2020-11-15,BA,29,254,2021-03-17 19:42
2020-11-16,BA,29,236,2021-03-17 19:42
2020-11-17,BA,29,238,2021-03-17 19:42
2020-11-18,BA,29,218,2021-03-17 19:42
2020-11-19,BA,29,196,2021-03-17 19:42
2020-11-20,BA,29,218,2021-03-17 19:42
2020-11-21,BA,29,217,2021-03-17 19:42
2020-11-22,BA,29,234,2021-03-17 19:42
2020-11-23,BA,29,232,2021-03-17 19:42
2020-11-24,BA,29,218,2021-03-17 19:42
2020-11-25,BA,29,207,2021-03-17 19:42
2020-11-26,BA,29,222,2021-03-17 19:42
2020-11-27,BA,29,221,2021-03-17 19:42
2020-11-28,BA,29,217,2021-03-17 19:42
2020-11-29,BA,29,231,2021-03-17 19:42
2020-11-30,BA,29,233,2021-03-17 19:42
2020-12-01,BA,29,185,2021-03-17 19:42
2020-12-02,BA,29,213,2021-03-17 19:42
2020-12-03,BA,29,196,2021-03-17 19:42
2020-12-04,BA,29,217,2021-03-17 19:42
2020-12-05,BA,29,198,2021-03-17 19:42
2020-12-06,BA,29,190,2021-03-17 19:42
2020-12-07,BA,29,176,2021-03-17 19:42
2020-12-08,BA,29,195,2021-03-17 19:42
2020-12-09,BA,29,231,2021-03-17 19:42
2020-12-10,BA,29,214,2021-03-17 19:42
2020-12-11,BA,29,202,2021-03-17 19:42
2020-12-12,BA,29,223,2021-03-17 19:42
2020-12-13,BA,29,201,2021-03-17 19:42
2020-12-14,BA,29,204,2021-03-17 19:42
2020-12-15,BA,29,216,2021-03-17 19:42
2020-12-16,BA,29,233,2021-03-17 19:42
2020-12-17,BA,29,247,2021-03-17 19:42
2020-12-18,BA,29,210,2021-03-17 19:42
2020-12-19,BA,29,221,2021-03-17 19:42
2020-12-20,BA,29,201,2021-03-17 19:42
2020-12-21,BA,29,233,2021-03-17 19:42
2020-12-22,BA,29,213,2021-03-17 19:42
2020-12-23,BA,29,221,2021-03-17 19:42
2020-12-24,BA,29,182,2021-03-17 19:42
2020-12-25,BA,29,193,2021-03-17 19:42
2020-12-26,BA,29,228,2021-03-17 19:42
2020-12-27,BA,29,219,2021-03-17 19:42
2020-12-28,BA,29,220,2021-03-17 19:42
2020-12-29,BA,29,216,2021-03-17 19:42
2020-12-30,BA,29,205,2021-03-17 19:42
2020-12-31,BA,29,187,2021-03-17 19:42
2021-01-01,BA,29,230,2021-03-17 19:42
2021-01-02,BA,29,247,2021-03-17 19:42
2021-01-03,BA,29,228,2021-03-17 19:42
2021-01-04,BA,29,241,2021-03-17 19:42
2021-01-05,BA,29,220,2021-03-17 19:42
2021-01-06,BA,29,204,2021-03-17 19:42
2021-01-07,BA,29,216,2021-03-17 19:42
2021-01-08,BA,29,226,2021-03-17 19:42
2021-01-09,BA,29,207,2021-03-17 19:42
2021-01-10,BA,29,228,2021-03-17 19:42
2021-01-11,BA,29,241,2021-03-17 19:42
2021-01-12,BA,29,193,2021-03-17 19:42
2021-01-13,BA,29,222,2021-03-17 19:42
2021-01-14,BA,29,199,2021-03-17 19:42
2021-01-15,BA,29,193,2021-03-17 19:42
2021-01-16,BA,29,199,2021-03-17 19:42
2021-01-17,BA,29,206,2021-03-17 19:42
2021-01-18,BA,29,200,2021-03-17 19:42
2021-01-19,BA,29,183,2021-03-17 19:42
2021-01-20,BA,29,192,2021-03-17 19:42
2021-01-21,BA,29,182,2021-03-17 19:42
2021-01-22,BA,29,185,2021-03-17 19:42
2021-01-23,BA,29,193,2021-03-17 19:42
2021-01-24,BA,29,186,2021-03-17 19:42
2021-01-25,BA,29,179,2021-03-17 19:42
2021-01-26,BA,29,155,2021-03-17 19:42
2021-01-27,BA,29,170,2021-03-17 19:42
2021-01-28,BA,29,176,2021-03-17 19:42
2021-01-29,BA,29,191,2021-03-17 19:42
2021-01-30,BA,29,192,2021-03-17 19:42
2021-01-31,BA,29,187,2021-03-17 19:42
2021-02-01,BA,29,183,2021-03-17 19:42
2021-02-02,BA,29,177,2021-03-17 19:42
2021-02-03,BA,29,186,2021-03-17 19:42
2021-02-04,BA,29,206,2021-03-17 19:42
2021-02-05,BA,29,161,2021-03-17 19:42
2021-02-06,BA,29,164,2021-03-17 19:42
2021-02-07,BA,29,178,2021-03-17 19:42
2021-02-08,BA,29,165,2021-03-17 19:42
2021-02-09,BA,29,150,2021-03-17 19:42
2021-02-10,BA,29,180,2021-03-17 19:42
2021-02-11,BA,29,171,2021-03-17 19:42
2021-02-12,BA,29,152,2021-03-17 19:42
2021-02-13,BA,29,146,2021-03-17 19:42
2021-02-14,BA,29,167,2021-03-17 19:42
2021-02-15,BA,29,180,2021-03-17 19:42
2021-02-16,BA,29,151,2021-03-17 19:42
2021-02-17,BA,29,173,2021-03-17 19:42
2021-02-18,BA,29,145,2021-03-17 19:42
2021-02-19,BA,29,166,2021-03-17 19:42
2021-02-20,BA,29,158,2021-03-17 19:42
2021-02-21,BA,29,159,2021-03-17 19:42
2021-02-22,BA,29,143,2021-03-17 19:42
2021-02-23,BA,29,167,2021-03-17 19:42
2021-02-24,BA,29,131,2021-03-17 19:42
2021-02-25,BA,29,128,2021-03-17 19:42
2021-02-26,BA,29,115,2021-03-17 19:42
2021-02-27,BA,29,125,2021-03-17 19:42
2021-02-28,BA,29,112,2021-03-17 19:42
2021-03-01,BA,29,111,2021-03-17 19:42
2021-03-02,BA,29,85,2021-03-17 19:42
2021-03-03,BA,29,85,2021-03-17 19:42
2021-03-04,BA,29,76,2021-03-17 19:42
2021-03-05,BA,29,51,2021-03-17 19:42
2021-03-06,BA,29,44,2021-03-17 19:42
2021-03-07,BA,29,44,2021-03-17 19:42
2021-03-08,BA,29,41,2021-03-17 19:42
2021-03-09,BA,29,19,2021-03-17 19:42
2021-03-10,BA,29,4,2021-03-17 19:42
2019-12-29,CE,23,148,2021-03-17 19:42
2019-12-30,CE,23,127,2021-03-17 19:42
2019-12-31,CE,23,138,2021-03-17 19:42
2020-01-01,CE,23,151,2021-03-17 19:42
2020-01-02,CE,23,155,2021-03-17 19:42
2020-01-03,CE,23,121,2021-03-17 19:42
2020-01-04,CE,23,136,2021-03-17 19:42
2020-01-05,CE,23,133,2021-03-17 19:42
2020-01-06,CE,23,135,2021-03-17 19:42
2020-01-07,CE,23,135,2021-03-17 19:42
2020-01-08,CE,23,121,2021-03-17 19:42
2020-01-09,CE,23,142,2021-03-17 19:42
2020-01-10,CE,23,121,2021-03-17 19:42
2020-01-11,CE,23,132,2021-03-17 19:42
2020-01-12,CE,23,130,2021-03-17 19:42
2020-01-13,CE,23,111,2021-03-17 19:42
2020-01-14,CE,23,102,2021-03-17 19:42
2020-01-15,CE,23,139,2021-03-17 19:42
2020-01-16,CE,23,142,2021-03-17 19:42
2020-01-17,CE,23,134,2021-03-17 19:42
2020-01-18,CE,23,141,2021-03-17 19:42
2020-01-19,CE,23,127,2021-03-17 19:42
2020-01-20,CE,23,143,2021-03-17 19:42
2020-01-21,CE,23,124,2021-03-17 19:42
2020-01-22,CE,23,116,2021-03-17 19:42
2020-01-23,CE,23,130,2021-03-17 19:42
2020-01-24,CE,23,136,2021-03-17 19:42
2020-01-25,CE,23,123,2021-03-17 19:42
2020-01-26,CE,23,146,2021-03-17 19:42
2020-01-27,CE,23,141,2021-03-17 19:42
2020-01-28,CE,23,139,2021-03-17 19:42
2020-01-29,CE,23,131,2021-03-17 19:42
2020-01-30,CE,23,127,2021-03-17 19:42
2020-01-31,CE,23,104,2021-03-17 19:42
2020-02-01,CE,23,135,2021-03-17 19:42
2020-02-02,CE,23,137,2021-03-17 19:42
2020-02-03,CE,23,120,2021-03-17 19:42
2020-02-04,CE,23,127,2021-03-17 19:42
2020-02-05,CE,23,114,2021-03-17 19:42
2020-02-06,CE,23,140,2021-03-17 19:42
2020-02-07,CE,23,151,2021-03-17 19:42
2020-02-08,CE,23,139,2021-03-17 19:42
2020-02-09,CE,23,157,2021-03-17 19:42
2020-02-10,CE,23,150,2021-03-17 19:42
2020-02-11,CE,23,133,2021-03-17 19:42
2020-02-12,CE,23,140,2021-03-17 19:42
2020-02-13,CE,23,129,2021-03-17 19:42
2020-02-14,CE,23,150,2021-03-17 19:42
2020-02-15,CE,23,143,2021-03-17 19:42
2020-02-16,CE,23,137,2021-03-17 19:42
2020-02-17,CE,23,119,2021-03-17 19:42
2020-02-18,CE,23,140,2021-03-17 19:42
2020-02-19,CE,23,128,2021-03-17 19:42
2020-02-20,CE,23,129,2021-03-17 19:42
2020-02-21,CE,23,145,2021-03-17 19:42
2020-02-22,CE,23,128,2021-03-17 19:42
2020-02-23,CE,23,154,2021-03-17 19:42
2020-02-24,CE,23,173,2021-03-17 19:42
2020-02-25,CE,23,146,2021-03-17 19:42
2020-02-26,CE,23,161,2021-03-17 19:42
2020-02-27,CE,23,141,2021-03-17 19:42
2020-02-28,CE,23,140,2021-03-17 19:42
2020-02-29,CE,23,150,2021-03-17 19:42
2020-03-01,CE,23,141,2021-03-17 19:42
2020-03-02,CE,23,144,2021-03-17 19:42
2020-03-03,CE,23,108,2021-03-17 19:42
2020-03-04,CE,23,126,2021-03-17 19:42
2020-03-05,CE,23,146,2021-03-17 19:42
2020-03-06,CE,23,145,2021-03-17 19:42
2020-03-07,CE,23,164,2021-03-17 19:42
2020-03-08,CE,23,150,2021-03-17 19:42
2020-03-09,CE,23,161,2021-03-17 19:42
2020-03-10,CE,23,177,2021-03-17 19:42
2020-03-11,CE,23,168,2021-03-17 19:42
2020-03-12,CE,23,136,2021-03-17 19:42
2020-03-13,CE,23,129,2021-03-17 19:42
2020-03-14,CE,23,164,2021-03-17 19:42
2020-03-15,CE,23,153,2021-03-17 19:42
2020-03-16,CE,23,161,2021-03-17 19:42
2020-03-17,CE,23,169,2021-03-17 19:42
2020-03-18,CE,23,158,2021-03-17 19:42
2020-03-19,CE,23,151,2021-03-17 19:42
2020-03-20,CE,23,158,2021-03-17 19:42
2020-03-21,CE,23,185,2021-03-17 19:42
2020-03-22,CE,23,166,2021-03-17 19:42
2020-03-23,CE,23,197,2021-03-17 19:42
2020-03-24,CE,23,158,2021-03-17 19:42
2020-03-25,CE,23,175,2021-03-17 19:42
2020-03-26,CE,23,140,2021-03-17 19:42
2020-03-27,CE,23,151,2021-03-17 19:42
2020-03-28,CE,23,155,2021-03-17 19:42
2020-03-29,CE,23,161,2021-03-17 19:42
2020-03-30,CE,23,156,2021-03-17 19:42
2020-03-31,CE,23,155,2021-03-17 19:42
2020-04-01,CE,23,174,2021-03-17 19:42
2020-04-02,CE,23,156,2021-03-17 19:42
2020-04-03,CE,23,174,2021-03-17 19:42
2020-04-04,CE,23,136,2021-03-17 19:42
2020-04-05,CE,23,171,2021-03-17 19:42
2020-04-06,CE,23,163,2021-03-17 19:42
2020-04-07,CE,23,171,2021-03-17 19:42
2020-04-08,CE,23,137,2021-03-17 19:42
2020-04-09,CE,23,185,2021-03-17 19:42
2020-04-10,CE,23,161,2021-03-17 19:42
2020-04-11,CE,23,187,2021-03-17 19:42
2020-04-12,CE,23,189,2021-03-17 19:42
2020-04-13,CE,23,163,2021-03-17 19:42
2020-04-14,CE,23,153,2021-03-17 19:42
2020-04-15,CE,23,154,2021-03-17 19:42
2020-04-16,CE,23,172,2021-03-17 19:42
2020-04-17,CE,23,156,2021-03-17 19:42
2020-04-18,CE,23,143,2021-03-17 19:42
2020-04-19,CE,23,199,2021-03-17 19:42
2020-04-20,CE,23,194,2021-03-17 19:42
2020-04-21,CE,23,164,2021-03-17 19:42
2020-04-22,CE,23,201,2021-03-17 19:42
2020-04-23,CE,23,181,2021-03-17 19:42
2020-04-24,CE,23,204,2021-03-17 19:42
2020-04-25,CE,23,187,2021-03-17 19:42
2020-04-26,CE,23,205,2021-03-17 19:42
2020-04-27,CE,23,218,2021-03-17 19:42
2020-04-28,CE,23,248,2021-03-17 19:42
2020-04-29,CE,23,239,2021-03-17 19:42
2020-04-30,CE,23,282,2021-03-17 19:42
2020-05-01,CE,23,282,2021-03-17 19:42
2020-05-02,CE,23,312,2021-03-17 19:42
2020-05-03,CE,23,291,2021-03-17 19:42
2020-05-04,CE,23,333,2021-03-17 19:42
2020-05-05,CE,23,337,2021-03-17 19:42
2020-05-06,CE,23,319,2021-03-17 19:42
2020-05-07,CE,23,335,2021-03-17 19:42
2020-05-08,CE,23,332,2021-03-17 19:42
2020-05-09,CE,23,349,2021-03-17 19:42
2020-05-10,CE,23,322,2021-03-17 19:42
2020-05-11,CE,23,357,2021-03-17 19:42
2020-05-12,CE,23,368,2021-03-17 19:42
2020-05-13,CE,23,364,2021-03-17 19:42
2020-05-14,CE,23,335,2021-03-17 19:42
2020-05-15,CE,23,316,2021-03-17 19:42
2020-05-16,CE,23,316,2021-03-17 19:42
2020-05-17,CE,23,341,2021-03-17 19:42
2020-05-18,CE,23,346,2021-03-17 19:42
2020-05-19,CE,23,327,2021-03-17 19:42
2020-05-20,CE,23,347,2021-03-17 19:42
2020-05-21,CE,23,300,2021-03-17 19:42
2020-05-22,CE,23,304,2021-03-17 19:42
2020-05-23,CE,23,277,2021-03-17 19:42
2020-05-24,CE,23,283,2021-03-17 19:42
2020-05-25,CE,23,306,2021-03-17 19:42
2020-05-26,CE,23,249,2021-03-17 19:42
2020-05-27,CE,23,268,2021-03-17 19:42
2020-05-28,CE,23,270,2021-03-17 19:42
2020-05-29,CE,23,250,2021-03-17 19:42
2020-05-30,CE,23,233,2021-03-17 19:42
2020-05-31,CE,23,218,2021-03-17 19:42
2020-06-01,CE,23,245,2021-03-17 19:42
2020-06-02,CE,23,265,2021-03-17 19:42
2020-06-03,CE,23,206,2021-03-17 19:42
2020-06-04,CE,23,240,2021-03-17 19:42
2020-06-05,CE,23,238,2021-03-17 19:42
2020-06-06,CE,23,215,2021-03-17 19:42
2020-06-07,CE,23,194,2021-03-17 19:42
2020-06-08,CE,23,226,2021-03-17 19:42
2020-06-09,CE,23,218,2021-03-17 19:42
2020-06-10,CE,23,204,2021-03-17 19:42
2020-06-11,CE,23,191,2021-03-17 19:42
2020-06-12,CE,23,192,2021-03-17 19:42
2020-06-13,CE,23,210,2021-03-17 19:42
2020-06-14,CE,23,180,2021-03-17 19:42
2020-06-15,CE,23,204,2021-03-17 19:42
2020-06-16,CE,23,181,2021-03-17 19:42
2020-06-17,CE,23,179,2021-03-17 19:42
2020-06-18,CE,23,171,2021-03-17 19:42
2020-06-19,CE,23,193,2021-03-17 19:42
2020-06-20,CE,23,180,2021-03-17 19:42
2020-06-21,CE,23,172,2021-03-17 19:42
2020-06-22,CE,23,198,2021-03-17 19:42
2020-06-23,CE,23,160,2021-03-17 19:42
2020-06-24,CE,23,185,2021-03-17 19:42
2020-06-25,CE,23,200,2021-03-17 19:42
2020-06-26,CE,23,155,2021-03-17 19:42
2020-06-27,CE,23,168,2021-03-17 19:42
2020-06-28,CE,23,193,2021-03-17 19:42
2020-06-29,CE,23,205,2021-03-17 19:42
2020-06-30,CE,23,166,2021-03-17 19:42
2020-07-01,CE,23,180,2021-03-17 19:42
2020-07-02,CE,23,177,2021-03-17 19:42
2020-07-03,CE,23,153,2021-03-17 19:42
2020-07-04,CE,23,163,2021-03-17 19:42
2020-07-05,CE,23,176,2021-03-17 19:42
2020-07-06,CE,23,171,2021-03-17 19:42
2020-07-07,CE,23,175,2021-03-17 19:42
2020-07-08,CE,23,182,2021-03-17 19:42
2020-07-09,CE,23,188,2021-03-17 19:42
2020-07-10,CE,23,156,2021-03-17 19:42
2020-07-11,CE,23,155,2021-03-17 19:42
2020-07-12,CE,23,167,2021-03-17 19:42
2020-07-13,CE,23,160,2021-03-17 19:42
2020-07-14,CE,23,170,2021-03-17 19:42
2020-07-15,CE,23,147,2021-03-17 19:42
2020-07-16,CE,23,180,2021-03-17 19:42
2020-07-17,CE,23,151,2021-03-17 19:42
2020-07-18,CE,23,146,2021-03-17 19:42
2020-07-19,CE,23,181,2021-03-17 19:42
2020-07-20,CE,23,149,2021-03-17 19:42
2020-07-21,CE,23,162,2021-03-17 19:42
2020-07-22,CE,23,173,2021-03-17 19:42
2020-07-23,CE,23,150,2021-03-17 19:42
2020-07-24,CE,23,174,2021-03-17 19:42
2020-07-25,CE,23,173,2021-03-17 19:42
2020-07-26,CE,23,138,2021-03-17 19:42
2020-07-27,CE,23,157,2021-03-17 19:42
2020-07-28,CE,23,151,2021-03-17 19:42
2020-07-29,CE,23,175,2021-03-17 19:42
2020-07-30,CE,23,167,2021-03-17 19:42
2020-07-31,CE,23,143,2021-03-17 19:42
2020-08-01,CE,23,145,2021-03-17 19:42
2020-08-02,CE,23,159,2021-03-17 19:42
2020-08-03,CE,23,165,2021-03-17 19:42
2020-08-04,CE,23,129,2021-03-17 19:42
2020-08-05,CE,23,159,2021-03-17 19:42
2020-08-06,CE,23,140,2021-03-17 19:42
2020-08-07,CE,23,141,2021-03-17 19:42
2020-08-08,CE,23,154,2021-03-17 19:42
2020-08-09,CE,23,157,2021-03-17 19:42
2020-08-10,CE,23,151,2021-03-17 19:42
2020-08-11,CE,23,163,2021-03-17 19:42
2020-08-12,CE,23,144,2021-03-17 19:42
2020-08-13,CE,23,153,2021-03-17 19:42
2020-08-14,CE,23,121,2021-03-17 19:42
2020-08-15,CE,23,163,2021-03-17 19:42
2020-08-16,CE,23,151,2021-03-17 19:42
2020-08-17,CE,23,147,2021-03-17 19:42
2020-08-18,CE,23,160,2021-03-17 19:42
2020-08-19,CE,23,152,2021-03-17 19:42
2020-08-20,CE,23,156,2021-03-17 19:42
2020-08-21,CE,23,142,2021-03-17 19:42
2020-08-22,CE,23,131,2021-03-17 19:42
2020-08-23,CE,23,133,2021-03-17 19:42
2020-08-24,CE,23,159,2021-03-17 19:42
2020-08-25,CE,23,136,2021-03-17 19:42
2020-08-26,CE,23,121,2021-03-17 19:42
2020-08-27,CE,23,134,2021-03-17 19:42
2020-08-28,CE,23,144,2021-03-17 19:42
2020-08-29,CE,23,138,2021-03-17 19:42
2020-08-30,CE,23,154,2021-03-17 19:42
2020-08-31,CE,23,149,2021-03-17 19:42
2020-09-01,CE,23,146,2021-03-17 19:42
2020-09-02,CE,23,145,2021-03-17 19:42
2020-09-03,CE,23,149,2021-03-17 19:42
2020-09-04,CE,23,164,2021-03-17 19:42
2020-09-05,CE,23,135,2021-03-17 19:42
2020-09-06,CE,23,148,2021-03-17 19:42
2020-09-07,CE,23,154,2021-03-17 19:42
2020-09-08,CE,23,156,2021-03-17 19:42
2020-09-09,CE,23,130,2021-03-17 19:42
2020-09-10,CE,23,156,2021-03-17 19:42
2020-09-11,CE,23,145,2021-03-17 19:42
2020-09-12,CE,23,143,2021-03-17 19:42
2020-09-13,CE,23,146,2021-03-17 19:42
2020-09-14,CE,23,143,2021-03-17 19:42
2020-09-15,CE,23,134,2021-03-17 19:42
2020-09-16,CE,23,155,2021-03-17 19:42
2020-09-17,CE,23,153,2021-03-17 19:42
2020-09-18,CE,23,134,2021-03-17 19:42
2020-09-19,CE,23,137,2021-03-17 19:42
2020-09-20,CE,23,115,2021-03-17 19:42
2020-09-21,CE,23,171,2021-03-17 19:42
2020-09-22,CE,23,166,2021-03-17 19:42
2020-09-23,CE,23,158,2021-03-17 19:42
2020-09-24,CE,23,123,2021-03-17 19:42
2020-09-25,CE,23,149,2021-03-17 19:42
2020-09-26,CE,23,121,2021-03-17 19:42
2020-09-27,CE,23,144,2021-03-17 19:42
2020-09-28,CE,23,138,2021-03-17 19:42
2020-09-29,CE,23,139,2021-03-17 19:42
2020-09-30,CE,23,146,2021-03-17 19:42
2020-10-01,CE,23,134,2021-03-17 19:42
2020-10-02,CE,23,151,2021-03-17 19:42
2020-10-03,CE,23,132,2021-03-17 19:42
2020-10-04,CE,23,142,2021-03-17 19:42
2020-10-05,CE,23,135,2021-03-17 19:42
2020-10-06,CE,23,115,2021-03-17 19:42
2020-10-07,CE,23,136,2021-03-17 19:42
2020-10-08,CE,23,144,2021-03-17 19:42
2020-10-09,CE,23,126,2021-03-17 19:42
2020-10-10,CE,23,156,2021-03-17 19:42
2020-10-11,CE,23,137,2021-03-17 19:42
2020-10-12,CE,23,136,2021-03-17 19:42
2020-10-13,CE,23,125,2021-03-17 19:42
2020-10-14,CE,23,121,2021-03-17 19:42
2020-10-15,CE,23,132,2021-03-17 19:42
2020-10-16,CE,23,136,2021-03-17 19:42
2020-10-17,CE,23,129,2021-03-17 19:42
2020-10-18,CE,23,137,2021-03-17 19:42
2020-10-19,CE,23,130,2021-03-17 19:42
2020-10-20,CE,23,124,2021-03-17 19:42
2020-10-21,CE,23,135,2021-03-17 19:42
2020-10-22,CE,23,131,2021-03-17 19:42
2020-10-23,CE,23,144,2021-03-17 19:42
2020-10-24,CE,23,141,2021-03-17 19:42
2020-10-25,CE,23,151,2021-03-17 19:42
2020-10-26,CE,23,143,2021-03-17 19:42
2020-10-27,CE,23,150,2021-03-17 19:42
2020-10-28,CE,23,126,2021-03-17 19:42
2020-10-29,CE,23,146,2021-03-17 19:42
2020-10-30,CE,23,130,2021-03-17 19:42
2020-10-31,CE,23,127,2021-03-17 19:42
2020-11-01,CE,23,152,2021-03-17 19:42
2020-11-02,CE,23,123,2021-03-17 19:42
2020-11-03,CE,23,134,2021-03-17 19:42
2020-11-04,CE,23,119,2021-03-17 19:42
2020-11-05,CE,23,121,2021-03-17 19:42
2020-11-06,CE,23,139,2021-03-17 19:42
2020-11-07,CE,23,131,2021-03-17 19:42
2020-11-08,CE,23,129,2021-03-17 19:42
2020-11-09,CE,23,130,2021-03-17 19:42
2020-11-10,CE,23,137,2021-03-17 19:42
2020-11-11,CE,23,129,2021-03-17 19:42
2020-11-12,CE,23,122,2021-03-17 19:42
2020-11-13,CE,23,126,2021-03-17 19:42
2020-11-14,CE,23,144,2021-03-17 19:42
2020-11-15,CE,23,131,2021-03-17 19:42
2020-11-16,CE,23,122,2021-03-17 19:42
2020-11-17,CE,23,133,2021-03-17 19:42
2020-11-18,CE,23,121,2021-03-17 19:42
2020-11-19,CE,23,130,2021-03-17 19:42
2020-11-20,CE,23,107,2021-03-17 19:42
2020-11-21,CE,23,103,2021-03-17 19:42
2020-11-22,CE,23,135,2021-03-17 19:42
2020-11-23,CE,23,135,2021-03-17 19:42
2020-11-24,CE,23,119,2021-03-17 19:42
2020-11-25,CE,23,119,2021-03-17 19:42
2020-11-26,CE,23,120,2021-03-17 19:42
